# command: `paper/process_chettih.py paper/chettih_data/bias.csv --format csv -o paper/chettih_data/data.csv`
3.372156104073749816e+01,1.324498963362020013e-02,3.537088290949501335e-03
3.518757895942869851e+01,1.390283758203000007e-02,3.340711796329701513e-03
3.650723316816110042e+01,1.377553494241410062e-02,3.061644629382197919e-03
3.781964266967919741e+01,1.195929972729060063e-02,2.788425477221998655e-03
3.917117761897429773e+01,1.066699686832549981e-02,2.460946098340400373e-03
4.057543962821250005e+01,1.039465300211479988e-02,2.301427263834799480e-03
4.203509080380789698e+01,8.244503597147170501e-03,2.137314027474529129e-03
4.362751957075810338e+01,9.458860192454720053e-03,1.960918282309480343e-03
4.503133313799160220e+01,8.611370026361659519e-03,1.877802138911239746e-03
4.646791243165549901e+01,8.884955426899090666e-03,1.751896070297909169e-03
4.787417290139020309e+01,8.401317575076689553e-03,1.702569176538311010e-03
4.933647639443900346e+01,8.700453665798019501e-03,1.626280026148280503e-03
5.069347077163720172e+01,8.309075347458380612e-03,1.526605223422858662e-03
5.205495492035439753e+01,7.822294567521800857e-03,1.385500457615828490e-03
5.336429672565709836e+01,6.864333709112879767e-03,1.396408012463339413e-03
5.469283421956870228e+01,6.020525385374820258e-03,1.266009477921419685e-03
5.603590402239500179e+01,5.506283285265690247e-03,1.224956289524739388e-03
5.756615289752119935e+01,4.808974555466649821e-03,1.216327222406850435e-03
5.892246475314850329e+01,4.154156765223489603e-03,1.146936873089830777e-03
6.026628863227119837e+01,3.677101725012950177e-03,1.077105279505159545e-03
6.156492338992939750e+01,3.175041066098329909e-03,1.048437810704630317e-03
6.292490989790169920e+01,2.360251849477460005e-03,1.041754621079049939e-03
6.471169865736280258e+01,1.431391598400880020e-03,9.407081511196501659e-04
6.629583431278389583e+01,7.515540150329659552e-04,9.546327975485839959e-04
6.802958697910669628e+01,6.859733967539479327e-05,9.296916475983121745e-04
6.978425224717139486e+01,-2.436553905530410089e-04,9.129973044465670507e-04
7.145258995916890399e+01,-7.462086656141140055e-04,8.677630206679249648e-04
7.327675191593100124e+01,-1.043840067711800015e-03,8.438421378097430304e-04
7.501151389169329775e+01,-1.768867517257679970e-03,8.083127451278259183e-04
7.686520678085230429e+01,-2.619682998298540101e-03,7.849819909762300284e-04
7.862609556492439822e+01,-3.318039217998879856e-03,7.677419928171298931e-04
8.043477486480030336e+01,-3.775131534959379892e-03,7.780387142596700660e-04
8.236506320829759886e+01,-4.231413666836170324e-03,7.549869350472501565e-04
8.425224479212549511e+01,-4.940141240411599806e-03,7.268247480961996174e-04
8.616153049278220522e+01,-5.256433738373689907e-03,7.328901067291098553e-04
8.820450731928609400e+01,-6.050820644917980287e-03,6.681371386005599197e-04
9.017097259635339412e+01,-6.378900852789829920e-03,6.824231082657701911e-04
9.222792024768189378e+01,-6.912831353288280065e-03,6.792150084705900551e-04
9.416723344786190353e+01,-7.351866685085910180e-03,6.649618173337704802e-04
9.624397734219570566e+01,-7.867876580649090651e-03,6.167548108083707042e-04
9.830571268427969756e+01,-8.362388568174209183e-03,6.195942306683492259e-04
1.002938337820120012e+02,-8.759616882977409522e-03,6.375028774990992853e-04
1.023017701101150010e+02,-8.982134574929580631e-03,6.151431763294201022e-04
1.042716198500509961e+02,-9.011408786059479925e-03,5.857633086768804925e-04
1.062665433513750060e+02,-9.367317400868579655e-03,5.687923402490097785e-04
1.083670991277419944e+02,-9.528301222321240715e-03,5.656612939998906936e-04
1.103724307863229939e+02,-9.743972969211759511e-03,5.828645205973488619e-04
1.124956694215649975e+02,-9.866820688054729616e-03,5.903639803098593292e-04
1.145307656291460034e+02,-9.817808763181100698e-03,5.638515027129014506e-04
1.166561089514579947e+02,-9.670318151030520351e-03,5.750450175963598559e-04
